symbol,companyName,fyFrom,fyTo,submissionDate,element,value,contextRef,period,dimensions,unit,decimals
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,StockExchangeDomain,StockExchange1,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,StockExchangeDomain,StockExchange2,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,DetailsOfBusinessActivitiesAccountingForNinetyPercentOfTheTurnoverDomain,DetailsOfBusinessActivitiesAccountingForNinetyPercentOfTheTurnoverDomain1,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,ProductsOrServicesSoldByTheEntityAccountingForNinetyPercentOfTheTurnoverDomain,ProductsOrServicesSoldByTheEntityAccountingForNinetyPercentOfTheTurnoverDomain1,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,HoldingSubsidiaryAssociateCompaniesAndJointVenturesDomain,HoldingSubsidiaryAssociateCompaniesAndJointVenturesDomain1,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,HoldingSubsidiaryAssociateCompaniesAndJointVenturesDomain,HoldingSubsidiaryAssociateCompaniesAndJointVenturesDomain2,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,HoldingSubsidiaryAssociateCompaniesAndJointVenturesDomain,HoldingSubsidiaryAssociateCompaniesAndJointVenturesDomain3,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,EntitysMaterialResponsibleBusinessConductIssuesDomain,EntitysMaterialResponsibleBusinessConductIssuesDomain1,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,EntitysMaterialResponsibleBusinessConductIssuesDomain,EntitysMaterialResponsibleBusinessConductIssuesDomain2,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,EntitysMaterialResponsibleBusinessConductIssuesDomain,EntitysMaterialResponsibleBusinessConductIssuesDomain3,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,EntitysMaterialResponsibleBusinessConductIssuesDomain,EntitysMaterialResponsibleBusinessConductIssuesDomain4,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,EntitysMaterialResponsibleBusinessConductIssuesDomain,EntitysMaterialResponsibleBusinessConductIssuesDomain5,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,EntitysMaterialResponsibleBusinessConductIssuesDomain,EntitysMaterialResponsibleBusinessConductIssuesDomain6,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,EntitysMaterialResponsibleBusinessConductIssuesDomain,EntitysMaterialResponsibleBusinessConductIssuesDomain7,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,EntitysMaterialResponsibleBusinessConductIssuesDomain,EntitysMaterialResponsibleBusinessConductIssuesDomain8,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,PenaltyOrFineDomain,PenaltyOrFineDomain1,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,PenaltyOrFineDomain,PenaltyOrFineDomain2,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,PenaltyOrFineDomain,PenaltyOrFineDomain3,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,PenaltyOrFineDomain,PenaltyOrFineDomain4,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,CompoundingDomain,CompoundingDomain1,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,CompoundingDomain,CompoundingDomain2,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,CompoundingDomain,CompoundingDomain3,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,CompoundingDomain,CompoundingDomain4,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,AwarenessProgrammesConductedForValueChainPartnersDomain,AwarenessProgrammesConductedForValueChainPartnersDomain1,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,OtherWasteDomain,OtherWasteDomain1,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,OtherWasteDomain,OtherWasteDomain1,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,StakeHolderGroupsDomain,StakeHolderGroupsDomain1,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,StakeHolderGroupsDomain,StakeHolderGroupsDomain2,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,StakeHolderGroupsDomain,StakeHolderGroupsDomain3,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,StakeHolderGroupsDomain,StakeHolderGroupsDomain4,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,StakeHolderGroupsDomain,StakeHolderGroupsDomain5,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,StakeHolderGroupsDomain,StakeHolderGroupsDomain6,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,StakeHolderGroupsDomain,StakeHolderGroupsDomain7,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,EnergyConsumptionThroughOtherSourceFromNonRenewableSourcesDomain,EnergyConsumptionThroughOtherSourceFromNonRenewableSourcesDomain1,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,EnergyConsumptionThroughOtherSourceFromNonRenewableSourcesDomain,EnergyConsumptionThroughOtherSourceFromNonRenewableSourcesDomain1,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,SpecificInitiativesDomain,SpecificInitiativesDomain1,, to ,,,
HERITGFOOD,Heritage Foods Limited,2024,2025,04-Jul-2025,CorporateIdentityNumber,L15209TG1992PLC014332,DCYMain,2024-04-01 to 2025-03-31,,,
